<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
USDBGN,D,20200727,000000,1.67243,1.67243,1.67243,1.67243,0,0
USDBRL,D,20200727,000000,5.1885,5.2113,5.1545,5.1736,0,0
USDBTC,D,20200727,000000,1.01126,1.01126,0.91511,0.92357,0,0
USDCLP,D,20200727,000000,769.33,770.89,764.93,767.15,0,0
USDCNY,D,20200727,000000,7.01354,7.01355,6.99755,7.00668,0,0
USDCZK,D,20200727,000000,22.5322,22.6573,22.2359,22.2915,0,0
USDDKK,D,20200727,000000,6.39106,6.39247,6.31715,6.33399,0,0
USDEGP,D,20200727,000000,15.986,16.016,15.9601,15.9896,0,0
USDHKD,D,20200727,000000,7.75175,7.75195,7.75066,7.75146,0,0
USDHRK,D,20200727,000000,6.42701,6.42701,6.42701,6.42701,0,0
USDHUF,D,20200727,000000,297.1865,297.3595,292.823,294.4095,0,0
USDIDR,D,20200727,000000,145.2,145.2,145.2,145.2,0,0
USDILS,D,20200727,000000,3.4149,3.4211,3.4066,3.415,0,0
USDINR,D,20200727,000000,74.703,74.895,74.668,74.793,0,0
USDISK,D,20200727,000000,134.81,135.17,134.34,134.73,0,0
USDKRW,D,20200727,000000,1201.58,1201.58,1194.7,1196.15,0,0
USDMXN,D,20200727,000000,22.3008,22.323,21.9715,21.9819,0,0
USDMYR,D,20200727,000000,4.26051,4.26052,4.25052,4.25252,0,0
USDNAD,D,20200727,000000,16.6705,16.6705,16.393,16.416,0,0
USDNOK,D,20200727,000000,9.17587,9.1927,9.06888,9.10405,0,0
USDNZD,D,20200727,000000,1.50557,1.507,1.49408,1.49692,0,0
USDPHP,D,20200727,000000,49.311,49.311,49.145,49.247,0,0
USDRON,D,20200727,000000,4.12796,4.13189,4.1007,4.10118,0,0
USDRUB,D,20200727,000000,71.548,71.91,71.433,71.64,0,0
USDSEK,D,20200727,000000,8.83932,8.85098,8.71818,8.74198,0,0
USDSGD,D,20200727,000000,1.383,1.3836,1.3779,1.3791,0,0
USDTHB,D,20200727,000000,31.6306,31.631,31.4591,31.4691,0,0
USDTRY,D,20200727,000000,6.84427,6.93544,6.8409,6.93243,0,0
USDTWD,D,20200727,000000,29.4393,29.4393,29.3338,29.3479,0,0
USDUAH,D,20200727,000000,27.7603,27.7603,27.7603,27.7603,0,0
USDXAG,D,20200727,000000,4.39754,4.39947,4.06504,4.11692,0,0
USDXAU,D,20200727,000000,5.25815,5.26266,5.13962,5.16732,0,0
USDXDR,D,20200727,000000,0.71069,0.71069,0.71069,0.71069,0,0
USDXPD,D,20200727,000000,4.49029,4.5227,4.31265,4.35426,0,0
USDXPT,D,20200727,000000,10.9245,10.9245,10.5683,10.712,0,0
USDZAR,D,20200727,000000,16.6923,16.714,16.3924,16.4228,0,0
USD_I,D,20200727,000000,71.0257,71.0515,70.4204,70.5707,0,0
XAGARS,D,20200727,000000,1744.93,1757.37,1736.4,1749.31,0,0
XAGBGN,D,20200727,000000,40.2787,40.2787,40.2787,40.2787,0,0
XAGBRL,D,20200727,000000,125.769,126.938,124.372,125.563,0,0
XAGBTC,D,20200727,000000,0.0023,0.00241,0.00222,0.00224,0,0
XAGCLP,D,20200727,000000,186.486,187.603,185.119,185.88,0,0
XAGCNY,D,20200727,000000,161.943,170.645,160.653,169.211,0,0
XAGCZK,D,20200727,000000,513.058,549.857,512.833,541.461,0,0
XAGDKK,D,20200727,000000,145.306,156.15,145.244,153.844,0,0
XAGEGP,D,20200727,000000,385.422,393.794,383.366,390.626,0,0
XAGHKD,D,20200727,000000,176.507,190.671,176.43,188.283,0,0
XAGHRK,D,20200727,000000,154.788,154.788,154.788,154.788,0,0
XAGHUF,D,20200727,000000,67.5802,72.5982,67.5537,71.5058,0,0
XAGIDR,D,20200727,000000,34.9699,34.9699,34.9699,34.9699,0,0
XAGILS,D,20200727,000000,82.6747,83.9155,81.7036,82.7455,0,0
XAGINR,D,20200727,000000,18.0258,18.1483,17.9365,18.0625,0,0
XAGISK,D,20200727,000000,32.5297,33.1706,32.3149,32.699,0,0
XAGKRW,D,20200727,000000,277.445,291.451,274.523,289.349,0,0
XAGMXN,D,20200727,000000,507.789,545.05,507.566,533.94,0,0
XAGMYR,D,20200727,000000,98.3326,103.639,97.5662,102.06,0,0
XAGNAD,D,20200727,000000,379.587,406.427,379.421,398.745,0,0
XAGNOK,D,20200727,000000,208.647,223.56,208.509,221.145,0,0
XAGNZD,D,20200727,000000,34.2367,36.8287,34.2155,36.3602,0,0
XAGPHP,D,20200727,000000,1131.69,1198.45,1130.7,1181.93,0,0
XAGRON,D,20200727,000000,99.9379,101.296,98.8288,99.7407,0,0
XAGRUB,D,20200727,000000,1726.45,1757.61,1716.62,1742.28,0,0
XAGSEK,D,20200727,000000,200.954,215.262,200.865,212.336,0,0
XAGSGD,D,20200727,000000,31.4909,33.9234,31.4771,33.4983,0,0
XAGTHB,D,20200727,000000,720.229,774.898,719.912,764.384,0,0
XAGTRY,D,20200727,000000,155.844,168.809,155.776,168.389,0,0
XAGTWD,D,20200727,000000,675.632,716.397,674.869,704.35,0,0
XAGUAH,D,20200727,000000,668.58,668.58,668.58,668.58,0,0
XAGXAU,D,20200727,000000,1.1957,1.26471,1.19491,1.25514,0,0
XAGXDR,D,20200727,000000,17.1162,17.1162,17.1162,17.1162,0,0
XAGXPD,D,20200727,000000,1.02872,1.09333,1.02558,1.05765,0,0
XAGXPT,D,20200727,000000,2.48752,2.61889,2.47088,2.60195,0,0
XAGZAR,D,20200727,000000,380.084,404.411,379.917,398.91,0,0
XAUARS,D,20200727,000000,139335,140159,138994,139445,0,0
XAUBGN,D,20200727,000000,3240.5,3240.5,3240.5,3240.5,0,0
XAUBRL,D,20200727,000000,10053,10118,9991.93,10009,0,0
XAUBTC,D,20200727,000000,19.2322,19.3069,17.6961,17.8733,0,0
XAUCLP,D,20200727,000000,14906,14953,14844,14878,0,0
XAUCNY,D,20200727,000000,13428,13609,13409,13607,0,0
XAUCZK,D,20200727,000000,428.29,435.564,428.152,431.394,0,0
XAUDKK,D,20200727,000000,12152,12357,12140,12257,0,0
XAUEGP,D,20200727,000000,30899,31141,30860,31053,0,0
XAUHKD,D,20200727,000000,14734,15081,14730,15001,0,0
XAUHRK,D,20200727,000000,12453,12453,12453,12453,0,0
XAUHUF,D,20200727,000000,5651.92,5742.43,5645.62,5697.03,0,0
XAUIDR,D,20200727,000000,2813.39,2813.39,2813.39,2813.39,0,0
XAUILS,D,20200727,000000,6611.66,6643.37,6585.71,6619.98,0,0
XAUINR,D,20200727,000000,1443.84,1454.41,1441.98,1452.46,0,0
XAUISK,D,20200727,000000,2606.01,2624.17,2600.81,2606.58,0,0
XAUKRW,D,20200727,000000,230.061,232.4,229.098,231.581,0,0
XAUMXN,D,20200727,000000,423.891,432.237,423.755,425.403,0,0
XAUMYR,D,20200727,000000,8168.04,8265.2,8144.16,8222.29,0,0
XAUNAD,D,20200727,000000,316.871,324.125,316.77,317.689,0,0
XAUNOK,D,20200727,000000,17450,17704,17412,17619,0,0
XAUNZD,D,20200727,000000,2863.31,2916.67,2860.25,2896.9,0,0
XAUPHP,D,20200727,000000,943.921,955.876,943.605,952.196,0,0
XAURON,D,20200727,000000,7992.23,8015.77,7939.34,7967.9,0,0
XAURUB,D,20200727,000000,1383.09,1395.82,1380.69,1391.84,0,0
XAUSEK,D,20200727,000000,16806,17069,16795,16917,0,0
XAUSGD,D,20200727,000000,2628.79,2682.31,2627.95,2668.89,0,0
XAUTHB,D,20200727,000000,601.231,612.708,601.038,609.003,0,0
XAUTRY,D,20200727,000000,13010,13427,13005,13416,0,0
XAUTWD,D,20200727,000000,563.571,571.323,563.199,567.445,0,0
XAUUAH,D,20200727,000000,537.884,537.884,537.884,537.884,0,0
XAUXAG,D,20200727,000000,83.6328,83.6885,79.0695,79.6723,0,0
XAUXDR,D,20200727,000000,1377.03,1377.03,1377.03,1377.03,0,0
XAUXPD,D,20200727,000000,0.85577,0.87193,0.83524,0.84265,0,0
XAUXPT,D,20200727,000000,2.07653,2.08743,2.04307,2.07303,0,0
XAUZAR,D,20200727,000000,317.286,322.456,317.184,317.821,0,0
XDRARS,D,20200727,000000,101.154,101.154,101.154,101.154,0,0
XDRAUD,D,20200727,000000,1.97557,1.97557,1.97557,1.97557,0,0
XDRBGN,D,20200727,000000,2.35325,2.35325,2.35325,2.35325,0,0
XDRBRL,D,20200727,000000,7.36369,7.36369,7.36369,7.36369,0,0
XDRBTC,D,20200727,000000,0.01389,0.01389,0.01389,0.01389,0,0
XDRCAD,D,20200727,000000,1.88461,1.88461,1.88461,1.88461,0,0
XDRCHF,D,20200727,000000,1.29526,1.29526,1.29526,1.29526,0,0
XDRCLP,D,20200727,000000,1089.41,1089.41,1089.41,1089.41,0,0
XDRCNY,D,20200727,000000,9.85249,9.85249,9.85249,9.85249,0,0
XDRCZK,D,20200727,000000,31.528,31.528,31.528,31.528,0,0
XDRDKK,D,20200727,000000,8.95621,8.95621,8.95621,8.95621,0,0
XDREGP,D,20200727,000000,22.4923,22.4923,22.4923,22.4923,0,0
XDREUR,D,20200727,000000,1.20317,1.20317,1.20317,1.20317,0,0
XDRGBP,D,20200727,000000,1.09604,1.09604,1.09604,1.09604,0,0
XDRHKD,D,20200727,000000,10.9075,10.9075,10.9075,10.9075,0,0
XDRHRK,D,20200727,000000,9.04337,9.04337,9.04337,9.04337,0,0
XDRHUF,D,20200727,000000,416.047,416.047,416.047,416.047,0,0
XDRIDR,D,20200727,000000,204.309,204.309,204.309,204.309,0,0
XDRILS,D,20200727,000000,4.80121,4.80121,4.80121,4.80121,0,0
XDRINR,D,20200727,000000,105.296,105.296,105.296,105.296,0,0
XDRISK,D,20200727,000000,190.098,190.098,190.098,190.098,0,0
XDRJPY,D,20200727,000000,148.488,148.488,148.488,148.488,0,0
XDRKRW,D,20200727,000000,16.8524,16.8524,16.8524,16.8524,0,0
XDRMXN,D,20200727,000000,31.3229,31.3229,31.3229,31.3229,0,0
XDRMYR,D,20200727,000000,5.98362,5.98362,5.98362,5.98362,0,0
XDRNAD,D,20200727,000000,23.2507,23.2507,23.2507,23.2507,0,0
XDRNOK,D,20200727,000000,12.8187,12.8187,12.8187,12.8187,0,0
XDRNZD,D,20200727,000000,2.11234,2.11234,2.11234,2.11234,0,0
XDRPHP,D,20200727,000000,69.2379,69.2379,69.2379,69.2379,0,0
XDRPLN,D,20200727,000000,5.2967,5.2967,5.2967,5.2967,0,0
XDRRON,D,20200727,000000,5.80842,5.80842,5.80842,5.80842,0,0
XDRRUB,D,20200727,000000,100.698,100.698,100.698,100.698,0,0
XDRSEK,D,20200727,000000,12.3524,12.3524,12.3524,12.3524,0,0
XDRSGD,D,20200727,000000,1.9426,1.9426,1.9426,1.9426,0,0
XDRTHB,D,20200727,000000,44.3982,44.3982,44.3982,44.3982,0,0
XDRTRY,D,20200727,000000,9.64264,9.64264,9.64264,9.64264,0,0
XDRTWD,D,20200727,000000,41.3388,41.3388,41.3388,41.3388,0,0
XDRUAH,D,20200727,000000,39.0612,39.0612,39.0612,39.0612,0,0
XDRUSD,D,20200727,000000,1.40709,1.40709,1.40709,1.40709,0,0
XDRXAG,D,20200727,000000,5.84242,5.84242,5.84242,5.84242,0,0
XDRXAU,D,20200727,000000,7.26201,7.26201,7.26201,7.26201,0,0
XDRXPD,D,20200727,000000,6.21945,6.21945,6.21945,6.21945,0,0
XDRXPT,D,20200727,000000,14.9598,14.9598,14.9598,14.9598,0,0
XDRZAR,D,20200727,000000,23.2617,23.2617,23.2617,23.2617,0,0
XPDARS,D,20200727,000000,165950,167123,165572,165572,0,0
XPDAUD,D,20200727,000000,3139.85,3249.16,3104.78,3219.1,0,0
XPDBGN,D,20200727,000000,3783.7,3783.7,3783.7,3783.7,0,0
XPDBRL,D,20200727,000000,11904,12013,11876,11885,0,0
XPDBTC,D,20200727,000000,22.4527,22.6562,21.0215,21.2107,0,0
XPDCAD,D,20200727,000000,2989.05,3102.83,2961.64,3071.61,0,0
XPDCHF,D,20200727,000000,2052.32,2134.88,2032.4,2113.97,0,0
XPDCLP,D,20200727,000000,17651,17800,17598,17682,0,0
XPDCNY,D,20200727,000000,15646,16070,15490,16070,0,0
XPDCZK,D,20200727,000000,501.801,518.107,496.343,511.947,0,0
XPDDKK,D,20200727,000000,14234,14714,14074,14546,0,0
XPDEGP,D,20200727,000000,35998,36998,35819,36749,0,0
XPDEUR,D,20200727,000000,1912.63,1976.87,1891.11,1954.5,0,0
XPDGBP,D,20200727,000000,1741.74,1802.4,1724.46,1784.07,0,0
XPDHKD,D,20200727,000000,17263,17973,17138,17802,0,0
XPDHRK,D,20200727,000000,14540,14540,14540,14540,0,0
XPDHUF,D,20200727,000000,6621.73,6838.5,6539.1,6760.81,0,0
XPDIDR,D,20200727,000000,3285,3285,3285,3285,0,0
XPDILS,D,20200727,000000,7660.51,7907.49,7645.14,7906.07,0,0
XPDINR,D,20200727,000000,1678.88,1715.51,1674.87,1715.44,0,0
XPDISK,D,20200727,000000,3036.15,3125.65,3024.51,3094.96,0,0
XPDJPY,D,20200727,000000,2360.92,2440.68,2339.33,2418.09,0,0
XPDKRW,D,20200727,000000,268.053,269.212,264.627,268.328,0,0
XPDMXN,D,20200727,000000,496.621,514.017,492.067,504.836,0,0
XPDMYR,D,20200727,000000,9507.41,9597.11,9406.93,9553.67,0,0
XPDNAD,D,20200727,000000,371.257,381.218,368.596,377.01,0,0
XPDNOK,D,20200727,000000,20397,21125,20148,20909,0,0
XPDNZD,D,20200727,000000,3355.22,3472.36,3320.52,3437.83,0,0
XPDPHP,D,20200727,000000,1092.5,1111.58,1091.77,1106.38,0,0
XPDPLN,D,20200727,000000,8430.09,8701.83,8327.55,8584.74,0,0
XPDRON,D,20200727,000000,9260.09,9545.08,9251.55,9498.99,0,0
XPDRUB,D,20200727,000000,1611.38,1661.26,1605.2,1659.3,0,0
XPDSEK,D,20200727,000000,19702,20309,19467,20076,0,0
XPDSGD,D,20200727,000000,3079.31,3197.34,3052.6,3167.24,0,0
XPDTHB,D,20200727,000000,704.432,730.106,698.022,722.719,0,0
XPDTRY,D,20200727,000000,15244,15935,15137,15921,0,0
XPDTWD,D,20200727,000000,652.41,662.244,651.924,659.327,0,0
XPDUAH,D,20200727,000000,628.05,628.05,628.05,628.05,0,0
XPDUSD,D,20200727,000000,2227.03,2318.76,2211.07,2296.6,0,0
XPDXAG,D,20200727,000000,97.2078,97.5057,91.4635,94.5492,0,0
XPDXAU,D,20200727,000000,1.16854,1.19726,1.14688,1.18673,0,0
XPDXDR,D,20200727,000000,1607.86,1607.86,1607.86,1607.86,0,0
XPDXPT,D,20200727,000000,2.43293,2.4893,2.38051,2.46012,0,0
XPDZAR,D,20200727,000000,371.66,381.206,367.657,377.166,0,0
XPTARS,D,20200727,000000,67219,68206,67015,67506,0,0
XPTAUD,D,20200727,000000,1289.36,1326.81,1289.05,1308.51,0,0
XPTBGN,D,20200727,000000,1573.05,1573.05,1573.05,1573.05,0,0
XPTBRL,D,20200727,000000,4890.06,4894.37,4810.81,4845.49,0,0
XPTBTC,D,20200727,000000,9.25595,9.37808,8.57074,8.6218,0,0
XPTCAD,D,20200727,000000,1228.22,1266.91,1228.01,1248.56,0,0
XPTCHF,D,20200727,000000,843.558,871.882,843.379,859.295,0,0
XPTCLP,D,20200727,000000,7250.78,7259.67,7147.98,7204.61,0,0
XPTCNY,D,20200727,000000,6534.16,6622.96,6453.24,6571.81,0,0
XPTCZK,D,20200727,000000,206.253,212.085,206.182,208.098,0,0
XPTDKK,D,20200727,000000,5847.82,6017.01,5847.73,5912.62,0,0
XPTEGP,D,20200727,000000,14986,15127,14919,15099,0,0
XPTEUR,D,20200727,000000,785.8,808.422,785.8,794.473,0,0
XPTGBP,D,20200727,000000,715.471,738.1,715.417,725.194,0,0
XPTHKD,D,20200727,000000,7095.72,7334.59,7095.34,7236.22,0,0
XPTHRK,D,20200727,000000,6045.12,6045.12,6045.12,6045.12,0,0
XPTHUF,D,20200727,000000,2719.41,2791.64,2719.41,2748.16,0,0
XPTIDR,D,20200727,000000,1365.72,1365.72,1365.72,1365.72,0,0
XPTILS,D,20200727,000000,3217.66,3229.86,3175.93,3176.02,0,0
XPTINR,D,20200727,000000,702.866,707.344,699.025,701.51,0,0
XPTISK,D,20200727,000000,1275.36,1275.72,1251.9,1261.85,0,0
XPTJPY,D,20200727,000000,970.649,998.328,970.173,982.914,0,0
XPTKRW,D,20200727,000000,111.945,112.891,110.269,112.706,0,0
XPTMXN,D,20200727,000000,204.135,210.016,204.03,205.208,0,0
XPTMYR,D,20200727,000000,3969.3,4022.1,3919.48,4001.83,0,0
XPTNAD,D,20200727,000000,152.597,157.271,152.597,153.248,0,0
XPTNOK,D,20200727,000000,8398.14,8621.19,8378.98,8499.18,0,0
XPTNZD,D,20200727,000000,1377.97,1418.16,1377.81,1397.42,0,0
XPTPHP,D,20200727,000000,456.571,465.972,454.531,463.439,0,0
XPTPLN,D,20200727,000000,3464.22,3560.03,3464.13,3489.55,0,0
XPTRON,D,20200727,000000,3889.53,3903.04,3825.91,3873.85,0,0
XPTRUB,D,20200727,000000,676.873,676.907,666.423,676.69,0,0
XPTSEK,D,20200727,000000,8089.12,8315.53,8089.12,8160.63,0,0
XPTSGD,D,20200727,000000,1265.96,1305.44,1265.68,1287.43,0,0
XPTTHB,D,20200727,000000,289.537,298.387,289.522,293.773,0,0
XPTTRY,D,20200727,000000,6265.04,6487.83,6265.04,6471.63,0,0
XPTTWD,D,20200727,000000,272.528,277.644,271.598,276.178,0,0
XPTUAH,D,20200727,000000,261.108,261.108,261.108,261.108,0,0
XPTUSD,D,20200727,000000,915.37,946.23,915.37,933.53,0,0
XPTXAG,D,20200727,000000,40.2007,40.4713,38.1841,38.4327,0,0
XPTXAU,D,20200727,000000,0.48157,0.48946,0.47906,0.48238,0,0
XPTXDR,D,20200727,000000,668.459,668.459,668.459,668.459,0,0
XPTXPD,D,20200727,000000,0.41103,0.42008,0.40172,0.40648,0,0
XPTZAR,D,20200727,000000,152.796,156.555,152.655,153.312,0,0
ZARARS,D,20200727,000000,4.36857,4.39691,4.36163,4.38891,0,0
ZARAUD,D,20200727,000000,0.08438,0.08547,0.0843,0.08535,0,0
ZARBGN,D,20200727,000000,0.10116,0.10116,0.10116,0.10116,0,0
ZARBRL,D,20200727,000000,0.31573,0.31669,0.31405,0.31503,0,0
ZARBTC,D,20200727,000000,0.06058,0.06058,0.05571,0.05624,0,0
ZARCAD,D,20200727,000000,0.08038,0.08162,0.08027,0.08144,0,0
ZARCHF,D,20200727,000000,5.52081,5.61553,5.50957,5.60471,0,0
ZARCLP,D,20200727,000000,46.8145,46.8507,46.5683,46.7401,0,0
ZARCNY,D,20200727,000000,0.42085,0.42574,0.4208,0.42574,0,0
ZARCZK,D,20200727,000000,1.34986,1.36091,1.346,1.35735,0,0
ZARDKK,D,20200727,000000,0.38272,0.38648,0.38206,0.38566,0,0
ZAREGP,D,20200727,000000,0.96664,0.97437,0.96349,0.97283,0,0
ZAREUR,D,20200727,000000,5.14279,5.19268,5.1336,5.18176,0,0
ZARGBP,D,20200727,000000,4.68252,4.73592,4.6759,4.73019,0,0
ZARHKD,D,20200727,000000,0.46439,0.47285,0.46378,0.47199,0,0
ZARHRK,D,20200727,000000,0.38877,0.38877,0.38877,0.38877,0,0
ZARHUF,D,20200727,000000,17.7976,17.9668,17.7666,17.9253,0,0
ZARIDR,D,20200727,000000,878.303,878.303,878.303,878.303,0,0
ZARILS,D,20200727,000000,0.20576,0.20822,0.20566,0.20798,0,0
ZARINR,D,20200727,000000,4.51042,4.54456,4.49758,4.54456,0,0
ZARISK,D,20200727,000000,8.15123,8.21394,8.13542,8.20399,0,0
ZARJPY,D,20200727,000000,6.35257,6.42127,6.33463,6.41121,0,0
ZARKRW,D,20200727,000000,72.1007,72.2188,71.9634,72.0724,0,0
ZARMXN,D,20200727,000000,1.33599,1.35033,1.33349,1.3385,0,0
ZARMYR,D,20200727,000000,0.25586,0.2573,0.25563,0.25685,0,0
ZARNAD,D,20200727,000000,0.99869,1.00659,0.9974,0.99959,0,0
ZARNOK,D,20200727,000000,0.54963,0.55566,0.54714,0.55437,0,0
ZARNZD,D,20200727,000000,0.09018,0.09125,0.09006,0.09115,0,0
ZARPHP,D,20200727,000000,2.96593,2.98062,2.96171,2.97446,0,0
ZARPLN,D,20200727,000000,0.22672,0.2286,0.22626,0.22761,0,0
ZARRON,D,20200727,000000,0.24872,0.25081,0.24868,0.25011,0,0
ZARRUB,D,20200727,000000,4.32612,4.36899,4.31842,4.36899,0,0
ZARSEK,D,20200727,000000,0.52941,0.533,0.52887,0.53229,0,0
ZARSGD,D,20200727,000000,0.08285,0.0841,0.08274,0.08397,0,0
ZARTHB,D,20200727,000000,1.89492,1.92036,1.89119,1.91618,0,0
ZARTRY,D,20200727,000000,0.41003,0.4223,0.40929,0.42212,0,0
ZARTWD,D,20200727,000000,1.77076,1.77652,1.76895,1.77258,0,0
ZARUAH,D,20200727,000000,1.6792,1.6792,1.6792,1.6792,0,0
ZARUSD,D,20200727,000000,0.05991,0.061,0.05983,0.06089,0,0
ZARXAG,D,20200727,000000,0.2631,0.26322,0.24727,0.25068,0,0
ZARXAU,D,20200727,000000,0.31517,0.31527,0.31012,0.31464,0,0
ZARXDR,D,20200727,000000,4.2989,4.2989,4.2989,4.2989,0,0
ZARXPD,D,20200727,000000,0.26906,0.27199,0.26233,0.26514,0,0
ZARXPT,D,20200727,000000,0.65447,0.65507,0.63875,0.65227,0,0
06N,D,20200727,000000,0.995,1.05,0.97,1,204801,0
08N,D,20200727,000000,0.865,0.865,0.865,0.865,32,0
11B,D,20200727,000000,515,520,508,520,5415,0
1AT,D,20200727,000000,36,36,34.4,35.7,855,0
4FM,D,20200727,000000,4.8,4.8,4.57,4.57,592,0
AAT,D,20200727,000000,1.37,1.37,1.28,1.3,42296,0
ABE,D,20200727,000000,29.5,29.5,28.3,28.4,1632,0
ABS,D,20200727,000000,33.4,33.4,32,33,1063,0
ACG,D,20200727,000000,41.4,41.4,40.2,41.3,143,0
ACP,D,20200727,000000,68,68.3,66.7,67,30560,0
ACT,D,20200727,000000,5.32,5.4,5.06,5.4,46303,0
ADV,D,20200727,000000,4.88,5.12,4.8,4.9,16326,0
AGO,D,20200727,000000,8.42,8.46,8.3,8.3,7769,0
AGT,D,20200727,000000,3.87,4.02,3.7,4,34198,0
ALG,D,20200727,000000,28.2,28.2,25.4,25.9,52869,0
ALI,D,20200727,000000,0.84,0.924,0.816,0.9,145232,0
ALL,D,20200727,000000,8.22,8.46,8.2,8.2,5143,0
ALR,D,20200727,000000,16.2,16.29,15.8,15.93,418452,0
AMB,D,20200727,000000,17.95,17.95,17.15,17.45,966,0
AMC,D,20200727,000000,135,135.8,134.4,135.6,1822,0
AML,D,20200727,000000,38.9,39.3,38.4,38.4,755,0
APE,D,20200727,000000,2.28,2.34,2.27,2.3,56988,0
APL,D,20200727,000000,0.458,0.5,0.458,0.5,28818,0
APN,D,20200727,000000,11,11,10.6,11,462,0
APR,D,20200727,000000,6.2,6.2,6.1,6.1,5742,0
APT,D,20200727,000000,20.7,21.3,20.7,20.7,1316,0
ARH,D,20200727,000000,18.7,18.9,18.15,18.2,3694,0
ARR,D,20200727,000000,5.45,5.45,5.2,5.2,110,0
ART,D,20200727,000000,8.1,8.42,7.9,8.32,27039,0
ASB,D,20200727,000000,4.2,4.45,4.18,4.45,168800,0
ASE,D,20200727,000000,42.4,42.4,41,41.3,3959,0
AST,D,20200727,000000,15.9,16.2,15.5,16.15,26422,0
ATC,D,20200727,000000,4.12,4.12,3.96,4.03,60619,0
ATD,D,20200727,000000,3.46,3.56,3.3,3.48,16425,0
ATG,D,20200727,000000,4.7,4.7,4.54,4.58,3429,0
ATL,D,20200727,000000,1.295,1.3,1.22,1.22,7318,0
ATP,D,20200727,000000,5.8,6,5.8,6,420,0
ATR,D,20200727,000000,1.935,1.935,1.89,1.89,2212,0
ATS,D,20200727,000000,0.616,0.69,0.616,0.69,35513,0
ATT,D,20200727,000000,27.95,28,27.3,27.4,88095,0
AWB,D,20200727,000000,1,1,0.99,0.99,1100,0
AWM,D,20200727,000000,0.92,1.01,0.902,0.96,1857401,0
BAH,D,20200727,000000,0.709,0.71,0.671,0.682,175999,0
BBD,D,20200727,000000,3.85,3.9,3.76,3.76,3499,0
BBT,D,20200727,000000,21.1,21.1,20.6,20.7,22138,0
BCM,D,20200727,000000,9.5,9.5,9.5,9.5,11,0
BDX,D,20200727,000000,222.5,222.5,216.5,222.5,4110,0
BFT,D,20200727,000000,864,870,835,848,488,0
BHW,D,20200727,000000,37.95,38.05,37.25,38,6876,0
BIK,D,20200727,000000,13.6,13.6,12.45,13.6,1269,0
BIO,D,20200727,000000,4.68,4.98,4.59,4.925,266383,0
BKM,D,20200727,000000,81,81,80,81,378,0
BMC,D,20200727,000000,2.68,2.68,2.49,2.53,46626,0
BML,D,20200727,000000,15.4,18.2,15.15,18.2,1359666,0
BNP,D,20200727,000000,49.9,49.9,48.5,49.4,1033,0
BOS,D,20200727,000000,6.48,6.48,6.34,6.34,10858,0
BOW,D,20200727,000000,2.2,2.42,2.1,2.22,22488,0
BRA,D,20200727,000000,0.66,0.684,0.62,0.66,466920,0
BRG,D,20200727,000000,3.8,3.8,3.8,3.8,1600,0
BRS,D,20200727,000000,3.75,3.76,3.64,3.73,21164,0
BST,D,20200727,000000,17.2,18,17.2,18,41,0
CAR,D,20200727,000000,220,220,215,217,411,0
CCC,D,20200727,000000,60.2,60.84,59.82,60.38,216535,0
CDL,D,20200727,000000,13.2,13.2,12.5,12.85,3781,0
CDR,D,20200727,000000,388,401.2,383.1,399.2,500092,0
CEZ,D,20200727,000000,79,80.3,77.8,77.8,1290,0
CFI,D,20200727,000000,0.365,0.38,0.355,0.37,138429,0
CIE,D,20200727,000000,31.6,31.6,30.75,30.85,39720,0
CIG,D,20200727,000000,1.87,1.87,1.76,1.82,3257119,0
CLE,D,20200727,000000,0.68,0.81,0.66,0.81,159846,0
CLN,D,20200727,000000,40.95,41.2,39.55,41,27404,0
CMP,D,20200727,000000,65,65,63.6,65,1106,0
CMR,D,20200727,000000,219,219,213,218,372,0
CNG,D,20200727,000000,0.85,0.89,0.85,0.89,1900,0
CNT,D,20200727,000000,16.5,16.5,15.3,15.8,3654,0
COG,D,20200727,000000,0.95,0.96,0.924,0.94,64867,0
CPA,D,20200727,000000,1.2,1.2,1.16,1.16,3888,0
CPD,D,20200727,000000,6.75,6.75,6.6,6.75,585,0
CPG,D,20200727,000000,7.14,7.18,6.92,7.16,9547,0
CPL,D,20200727,000000,2.5,2.6,2.5,2.58,13100,0
CPS,D,20200727,000000,29.5,29.9,29.3,29.74,880605,0
CRM,D,20200727,000000,1.95,2.44,1.905,2.44,3611986,0
CTS,D,20200727,000000,9,9.6,9,9.6,70,0
CZT,D,20200727,000000,0.46,0.46,0.402,0.402,6102,0
DAT,D,20200727,000000,158.5,160,155,158,7789,0
DBC,D,20200727,000000,78.6,79,76.2,76.6,1973,0
DCR,D,20200727,000000,23,23.6,23,23.6,4474,0
DEK,D,20200727,000000,22,22.8,22,22.8,676,0
DEL,D,20200727,000000,24.4,28,23.8,27.4,35378,0
DGA,D,20200727,000000,5,5.48,4.95,5.48,3469,0
DNP,D,20200727,000000,201.4,201.4,199.1,199.7,29756,0
DOM,D,20200727,000000,95.4,98,95.4,98,2831,0
DPL,D,20200727,000000,1.4,1.46,1.275,1.365,5645,0
DTR,D,20200727,000000,10.3,10.3,9.25,9.9,3798,0
DVL,D,20200727,000000,1.982,1.998,1.92,1.928,123265,0
